"pollinator","full_visits","serp_visits","nonserp_visits","full_degree","serp_degree","nonserp_degree","full_specialization","serp_specialization","nonserp_specialization","network_name"
"Listrus_sp._1",28,28,0,4,4,0,"generalist","generalist","generalist","Goatgrass_2024_spring"
"Malachius_sp.",15,15,0,3,3,0,"generalist","generalist","generalist","Goatgrass_2024_spring"
"Nomada_hesperia",15,15,0,1,1,0,"specialist","specialist","generalist","Goatgrass_2024_spring"
"Nomada_obscurella",1,1,0,1,1,0,"specialist","specialist","generalist","Goatgrass_2024_spring"
"Osmia_nemoris",3,3,0,2,2,0,"generalist","generalist","generalist","Goatgrass_2024_spring"
"Panurginus_sp.",48,48,0,5,5,0,"generalist","generalist","generalist","Goatgrass_2024_spring"
"red_Pterophoridae",1,1,0,1,1,0,"specialist","specialist","generalist","Goatgrass_2024_spring"
"SAB_black_Syrphid",3,3,0,1,1,0,"specialist","specialist","generalist","Goatgrass_2024_spring"
"Scaeva_affinis",2,2,0,2,2,0,"generalist","generalist","generalist","Goatgrass_2024_spring"
"Sphaerophoria_sp.",2,2,0,2,2,0,"generalist","generalist","generalist","Goatgrass_2024_spring"
"Syrphidae",4,4,0,1,1,0,"specialist","specialist","generalist","Goatgrass_2024_spring"
"Tachnidae",3,3,0,1,1,0,"specialist","specialist","generalist","Goatgrass_2024_spring"
"Xylocopa_sonorina",3,3,0,1,1,0,"specialist","specialist","generalist","Goatgrass_2024_spring"
"Xylocopa_sp.",3,3,0,1,1,0,"specialist","specialist","generalist","Goatgrass_2024_spring"
"Anthophora_californica",7,6,1,2,1,1,"generalist","specialist","specialist","Hill_Base_2022_spring"
"Apis_mellifera",6,3,3,2,1,1,"generalist","specialist","specialist","Hill_Base_2022_spring"
"Bombus_vosnesenskii",1,1,0,1,1,0,"specialist","specialist","generalist","Hill_Base_2022_spring"
"Hippodamia_convergens",2,2,0,1,1,0,"specialist","specialist","generalist","Hill_Base_2022_spring"
"Scaeva_affinis",5,5,0,1,1,0,"specialist","specialist","generalist","Hill_Base_2022_spring"
"Trichodes_ornatus",3,2,1,3,2,1,"generalist","generalist","specialist","Hill_Base_2022_spring"
"Adela_trigrapha",1,1,0,1,1,0,"specialist","specialist","generalist","Long_2022_spring"
"Andrena chalybioides",1,1,0,1,1,0,"specialist","specialist","generalist","Long_2022_spring"
"Andrena_baeriae",4,4,0,1,1,0,"specialist","specialist","generalist","Long_2022_spring"
"Andrena_duboisi",11,11,0,2,2,0,"generalist","generalist","generalist","Long_2022_spring"
"Andrena_pensilis",22,22,0,3,3,0,"generalist","generalist","generalist","Long_2022_spring"
"Andrena_sp.",24,24,0,2,2,0,"generalist","generalist","generalist","Long_2022_spring"
"Andrena_subchalybea",26,26,0,5,5,0,"generalist","generalist","generalist","Long_2022_spring"
"Anthophora_californica",18,1,17,2,1,1,"generalist","specialist","specialist","Long_2022_spring"
"Apis_mellifera",321,61,260,2,1,1,"generalist","specialist","specialist","Long_2022_spring"
"blue_red_stripe_moth_Lepidoptera",1,1,0,1,1,0,"specialist","specialist","generalist","Long_2022_spring"
"Bombus_melanopygus",77,2,75,2,1,1,"generalist","specialist","specialist","Long_2022_spring"
"Bombus_vosnesenskii",89,30,59,2,1,1,"generalist","specialist","specialist","Long_2022_spring"
"Bombylius_major",8,8,0,3,3,0,"generalist","generalist","generalist","Long_2022_spring"
"Chrysis_angolensis",1,1,0,1,1,0,"specialist","specialist","generalist","Long_2022_spring"
"Chrysoperla_sp.",1,0,1,1,0,1,"specialist","generalist","specialist","Long_2022_spring"
"Colias_eurytheme",4,0,4,1,0,1,"specialist","generalist","specialist","Long_2022_spring"
"Conophorus_fenestratus",6,6,0,2,2,0,"generalist","generalist","generalist","Long_2022_spring"
"Curculionidae",1,1,0,1,1,0,"specialist","specialist","generalist","Long_2022_spring"
"Cyrtopogon_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Long_2022_spring"
"Diabrotica_undecimpunctata",1,1,0,1,1,0,"specialist","specialist","generalist","Long_2022_spring"
"Diadasia_nigrifrons",3,0,3,1,0,1,"specialist","generalist","specialist","Long_2022_spring"
"Elateridae",4,4,0,3,3,0,"generalist","generalist","generalist","Long_2022_spring"
"Eucera_actuosa",33,6,27,3,2,1,"generalist","generalist","specialist","Long_2022_spring"
"Eucera_frater_albopilosa",15,1,14,2,1,1,"generalist","specialist","specialist","Long_2022_spring"
"Euopeodes_fumipennis",9,6,3,4,3,1,"generalist","generalist","specialist","Long_2022_spring"
"Glaucophysche_lygdamus",1,0,1,1,0,1,"specialist","generalist","specialist","Long_2022_spring"
"Habropoda_depressa",1,0,1,1,0,1,"specialist","generalist","specialist","Long_2022_spring"
"Habropoda_trissema",1,1,0,1,1,0,"specialist","specialist","generalist","Long_2022_spring"
"Heliolonche_modiella",9,9,0,3,3,0,"generalist","generalist","generalist","Long_2022_spring"
"Helithodes_dimutiva",3,3,0,1,1,0,"specialist","specialist","generalist","Long_2022_spring"
"Hippodamia_convergens",8,7,1,4,3,1,"generalist","generalist","specialist","Long_2022_spring"
"Junonia_grisea",9,6,3,6,5,1,"generalist","generalist","specialist","Long_2022_spring"
"Listrus_sp._1",28,28,0,4,4,0,"generalist","generalist","generalist","Long_2022_spring"
"Muscidae",8,4,4,3,2,1,"generalist","generalist","specialist","Long_2022_spring"
"Nomada_hesperia",2,2,0,1,1,0,"specialist","specialist","generalist","Long_2022_spring"
"Osmia_cara",6,6,0,1,1,0,"specialist","specialist","generalist","Long_2022_spring"
"Osmia_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Long_2022_spring"
"Panurginus_sp.",6,6,0,2,2,0,"generalist","generalist","generalist","Long_2022_spring"
"Polistes_aurifer",1,1,0,1,1,0,"specialist","specialist","generalist","Long_2022_spring"
"Prosperpinus_clarkiae",2,0,2,1,0,1,"specialist","generalist","specialist","Long_2022_spring"
"red_Braconidae",1,1,0,1,1,0,"specialist","specialist","generalist","Long_2022_spring"
"red_Diptera",1,1,0,1,1,0,"specialist","specialist","generalist","Long_2022_spring"
"Rhaphidioptera",1,1,0,1,1,0,"specialist","specialist","generalist","Long_2022_spring"
"Scaeva_affinis",45,18,27,8,7,1,"generalist","generalist","specialist","Long_2022_spring"
"silver_moth_Lepidoptera",6,6,0,2,2,0,"generalist","generalist","generalist","Long_2022_spring"
"small_brown_moth_Lepidoptera",1,1,0,1,1,0,"specialist","specialist","generalist","Long_2022_spring"
"Sphex_sp.",2,2,0,2,2,0,"generalist","generalist","generalist","Long_2022_spring"
"Apis_mellifera",61,61,0,2,2,0,"generalist","generalist","generalist","Lower_Banana_2022_summer"
"Argynnis",2,2,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Bombus_californicus",2,2,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Bombus_vosnesenskii",247,247,0,6,6,0,"generalist","generalist","generalist","Lower_Banana_2022_summer"
"Brachysomida_californica",1,1,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Braconidae",1,1,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"brown_moth_Lepidoptera",1,1,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Calypte_anna",1,1,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Ceratina_punctigena",1,1,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Colias_eurytheme",5,5,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Curculionidae",1,1,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Danaus_plexippus",1,1,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Epicauta_puncticollis",1,1,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Eristalis_stipador",10,10,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Erynnis_tristus",2,2,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Eupeodes_fumipennis",2,2,0,2,2,0,"generalist","generalist","generalist","Lower_Banana_2022_summer"
"Halictidae",2,2,0,2,2,0,"generalist","generalist","generalist","Lower_Banana_2022_summer"
"Halictus_farinosus",1,1,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Halictus_ligatus",10,10,0,2,2,0,"generalist","generalist","generalist","Lower_Banana_2022_summer"
"Halictus_tripartitus",8,8,0,3,3,0,"generalist","generalist","generalist","Lower_Banana_2022_summer"
"Heliopetes_ericetorum",8,8,0,2,2,0,"generalist","generalist","generalist","Lower_Banana_2022_summer"
"Heliothodes_diminutivus",10,10,0,2,2,0,"generalist","generalist","generalist","Lower_Banana_2022_summer"
"Icaricia_acmon",7,7,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Junonia_grisea",5,5,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Lasioglossum_helianthi",2,2,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Lasioglossum_incompletum",14,14,0,5,5,0,"generalist","generalist","generalist","Lower_Banana_2022_summer"
"Megachile_apicalis",4,4,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Melissodes_lupina",46,46,0,4,4,0,"generalist","generalist","generalist","Lower_Banana_2022_summer"
"Melissodes_robustior",1,1,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Muscidae",3,3,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Nemognatha_scutellaris",4,4,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Phycoides_mytilla",1,1,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Strymon_melinus",11,11,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Tharsalea_xanthoides",1,1,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Trichodes_ornatus",1,1,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Vanessa_virginiensis",6,6,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Villa_sp.",4,4,0,3,3,0,"generalist","generalist","generalist","Lower_Banana_2022_summer"
"white_moth_Lepidoptera",4,4,0,2,2,0,"generalist","generalist","generalist","Lower_Banana_2022_summer"
"Xeromelecta_californica",2,2,0,1,1,0,"specialist","specialist","generalist","Lower_Banana_2022_summer"
"Acmaeodera_sp.",53,53,0,2,2,0,"generalist","generalist","generalist","Lower_Grid_1_2023_spring"
"Anthophora_californica",10,0,10,1,0,1,"specialist","generalist","specialist","Lower_Grid_1_2023_spring"
"Anthophora_edwardsii",1,0,1,1,0,1,"specialist","generalist","specialist","Lower_Grid_1_2023_spring"
"Apis_mellifera",128,35,93,4,3,1,"generalist","generalist","specialist","Lower_Grid_1_2023_spring"
"Autographa_californica",1,1,0,1,1,0,"specialist","specialist","generalist","Lower_Grid_1_2023_spring"
"Bombus_californicus",2,1,1,2,1,1,"generalist","specialist","specialist","Lower_Grid_1_2023_spring"
"Bombus_melanopygus",2,0,2,1,0,1,"specialist","generalist","specialist","Lower_Grid_1_2023_spring"
"Bombus_vosnesenskii",4,0,4,1,0,1,"specialist","generalist","specialist","Lower_Grid_1_2023_spring"
"Bombylius_major",3,3,0,2,2,0,"generalist","generalist","generalist","Lower_Grid_1_2023_spring"
"Coenonympha_californica",3,3,0,3,3,0,"generalist","generalist","generalist","Lower_Grid_1_2023_spring"
"Diadasia_nigrifrons",1,0,1,1,0,1,"specialist","generalist","specialist","Lower_Grid_1_2023_spring"
"Elateridae",5,5,0,2,2,0,"generalist","generalist","generalist","Lower_Grid_1_2023_spring"
"Eucera_actuosa",6,4,2,3,2,1,"generalist","generalist","specialist","Lower_Grid_1_2023_spring"
"Eucera_frater_albopilosa",1,0,1,1,0,1,"specialist","generalist","specialist","Lower_Grid_1_2023_spring"
"Euopeodes_fumipennis",1,0,1,1,0,1,"specialist","generalist","specialist","Lower_Grid_1_2023_spring"
"Habropoda_sp.",3,0,3,1,0,1,"specialist","generalist","specialist","Lower_Grid_1_2023_spring"
"Hoplitus_hypocrita",1,0,1,1,0,1,"specialist","generalist","specialist","Lower_Grid_1_2023_spring"
"Listrus_sp._1",11,11,0,3,3,0,"generalist","generalist","generalist","Lower_Grid_1_2023_spring"
"Malachius_sp.",4,4,0,1,1,0,"specialist","specialist","generalist","Lower_Grid_1_2023_spring"
"Muscidae",2,0,2,1,0,1,"specialist","generalist","specialist","Lower_Grid_1_2023_spring"
"Osmia_sanctaerosae",7,0,7,1,0,1,"specialist","generalist","specialist","Lower_Grid_1_2023_spring"
"Osmia_sp.",1,0,1,1,0,1,"specialist","generalist","specialist","Lower_Grid_1_2023_spring"
"Panurginus_sp.",3,3,0,3,3,0,"generalist","generalist","generalist","Lower_Grid_1_2023_spring"
"Scaeva_affinis",11,2,9,2,1,1,"generalist","specialist","specialist","Lower_Grid_1_2023_spring"
"Strymon_melinus",1,1,0,1,1,0,"specialist","specialist","generalist","Lower_Grid_1_2023_spring"
"Xylocopa_sonorina",1,1,0,1,1,0,"specialist","specialist","generalist","Lower_Grid_1_2023_spring"
"Xylocopa_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Lower_Grid_1_2023_spring"
"Anthophora_californica",2,2,0,1,1,0,"specialist","specialist","generalist","Oak_2022_spring"
"Apis_mellifera",14,1,13,2,1,1,"generalist","specialist","specialist","Oak_2022_spring"
"Colias_eurytheme",1,0,1,1,0,1,"specialist","generalist","specialist","Oak_2022_spring"
"Eucera_actuosa",2,1,1,2,1,1,"generalist","specialist","specialist","Oak_2022_spring"
"Eucera_frater_albopilosa",2,2,0,2,2,0,"generalist","generalist","generalist","Oak_2022_spring"
"Hippodamia_convergens",1,1,0,1,1,0,"specialist","specialist","generalist","Oak_2022_spring"
"Osmia_cara",5,5,0,2,2,0,"generalist","generalist","generalist","Oak_2022_spring"
"silver_moth_Lepidoptera",2,2,0,1,1,0,"specialist","specialist","generalist","Oak_2022_spring"
"Andrena_nigrocaerulea",4,1,3,3,1,2,"generalist","specialist","generalist","Owl_Seep_2023_spring"
"Andrena_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Owl_Seep_2023_spring"
"Annaphila_decia",1,1,0,1,1,0,"specialist","specialist","generalist","Owl_Seep_2023_spring"
"Anthophora_californica",33,22,11,4,3,1,"generalist","generalist","specialist","Owl_Seep_2023_spring"
"Anthrenus_sp.",2,2,0,1,1,0,"specialist","specialist","generalist","Owl_Seep_2023_spring"
"Apis_mellifera",204,76,128,3,2,1,"generalist","generalist","specialist","Owl_Seep_2023_spring"
"BF1_Diptera",1,1,0,1,1,0,"specialist","specialist","generalist","Owl_Seep_2023_spring"
"Bombus_californicus",13,3,10,4,3,1,"generalist","generalist","specialist","Owl_Seep_2023_spring"
"Bombus_crotchii",11,5,6,3,2,1,"generalist","generalist","specialist","Owl_Seep_2023_spring"
"Bombus_melanopygus",24,8,16,3,2,1,"generalist","generalist","specialist","Owl_Seep_2023_spring"
"Bombus_sp.",1,0,1,1,0,1,"specialist","generalist","specialist","Owl_Seep_2023_spring"
"Bombus_vosnesenskii",88,59,29,5,4,1,"generalist","generalist","specialist","Owl_Seep_2023_spring"
"Braconidae",1,1,0,1,1,0,"specialist","specialist","generalist","Owl_Seep_2023_spring"
"Coenonympha_californica",1,1,0,1,1,0,"specialist","specialist","generalist","Owl_Seep_2023_spring"
"Colias_eurytheme",1,0,1,1,0,1,"specialist","generalist","specialist","Owl_Seep_2023_spring"
"Conophorus_fenestratus",13,13,0,1,1,0,"specialist","specialist","generalist","Owl_Seep_2023_spring"
"Diadasia_bituberculata",3,1,2,2,1,1,"generalist","specialist","specialist","Owl_Seep_2023_spring"
"Eucera_actuosa",73,67,6,3,1,2,"generalist","specialist","generalist","Owl_Seep_2023_spring"
"Eucera_frater_albopilosa",2,2,0,1,1,0,"specialist","specialist","generalist","Owl_Seep_2023_spring"
"Glaucophysche_lygdamus",1,1,0,1,1,0,"specialist","specialist","generalist","Owl_Seep_2023_spring"
"Halictus_tripartitus",1,1,0,1,1,0,"specialist","specialist","generalist","Owl_Seep_2023_spring"
"Hippodamia_convergens",2,1,1,2,1,1,"generalist","specialist","specialist","Owl_Seep_2023_spring"
"Junonia_grisea",1,1,0,1,1,0,"specialist","specialist","generalist","Owl_Seep_2023_spring"
"Lasioglossum_incompletum",1,0,1,1,0,1,"specialist","generalist","specialist","Owl_Seep_2023_spring"
"Listrus_sp._1",9,9,0,2,2,0,"generalist","generalist","generalist","Owl_Seep_2023_spring"
"Malachius_sp.",7,7,0,1,1,0,"specialist","specialist","generalist","Owl_Seep_2023_spring"
"Muscidae",1,0,1,1,0,1,"specialist","generalist","specialist","Owl_Seep_2023_spring"
"Nomada_hesperia",6,6,0,1,1,0,"specialist","specialist","generalist","Owl_Seep_2023_spring"
"Osmia_aglaia",1,1,0,1,1,0,"specialist","specialist","generalist","Owl_Seep_2023_spring"
"Osmia_nemoris",2,2,0,1,1,0,"specialist","specialist","generalist","Owl_Seep_2023_spring"
"Osmia_sanctaerosae",8,0,8,1,0,1,"specialist","generalist","specialist","Owl_Seep_2023_spring"
"Osmia_sp.",2,1,1,2,1,1,"generalist","specialist","specialist","Owl_Seep_2023_spring"
"Panurginus_sp.",37,37,0,2,2,0,"generalist","generalist","generalist","Owl_Seep_2023_spring"
"Polistes_aurifer",3,3,0,1,1,0,"specialist","specialist","generalist","Owl_Seep_2023_spring"
"Pseudomasaris_coquilletti",7,7,0,2,2,0,"generalist","generalist","generalist","Owl_Seep_2023_spring"
"Scaeva_affinis",6,1,5,2,1,1,"generalist","specialist","specialist","Owl_Seep_2023_spring"
"Sphaerophoria_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Owl_Seep_2023_spring"
"Trichodes_ornatus",1,1,0,1,1,0,"specialist","specialist","generalist","Owl_Seep_2023_spring"
"Anthrenus_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2022_summer"
"Apis_mellifera",177,38,139,3,2,1,"generalist","generalist","specialist","Pond_2022_summer"
"Ashmeadiella_aridula_astragali",2,1,1,2,1,1,"generalist","specialist","specialist","Pond_2022_summer"
"Bombus_californicus",3,3,0,1,1,0,"specialist","specialist","generalist","Pond_2022_summer"
"Bombus_crotchii",16,16,0,1,1,0,"specialist","specialist","generalist","Pond_2022_summer"
"Bombus_sp.",3,1,2,2,1,1,"generalist","specialist","specialist","Pond_2022_summer"
"Bombus_vosnesenskii",230,118,112,5,4,1,"generalist","generalist","specialist","Pond_2022_summer"
"Braconidae",2,2,0,2,2,0,"generalist","generalist","generalist","Pond_2022_summer"
"Ceratina_punctigena",3,3,0,2,2,0,"generalist","generalist","generalist","Pond_2022_summer"
"Chrysochus_colbaltinus",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2022_summer"
"Danaus_plexippus",8,8,0,1,1,0,"specialist","specialist","generalist","Pond_2022_summer"
"Dianthidium_dubium",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2022_summer"
"Eristalis_stipador",2,2,0,1,1,0,"specialist","specialist","generalist","Pond_2022_summer"
"Erynnis_tristus",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2022_summer"
"Euodyneras_hidalgo",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2022_summer"
"Halictidae",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2022_summer"
"Halictus_ligatus",7,7,0,1,1,0,"specialist","specialist","generalist","Pond_2022_summer"
"Halictus_tripartitus",3,0,3,1,0,1,"specialist","generalist","specialist","Pond_2022_summer"
"Heliopetes_ericetorum",3,0,3,1,0,1,"specialist","generalist","specialist","Pond_2022_summer"
"Heliothis_phloxiphaga",1,0,1,1,0,1,"specialist","generalist","specialist","Pond_2022_summer"
"Heliothodes_diminutivus",3,3,0,1,1,0,"specialist","specialist","generalist","Pond_2022_summer"
"Icaricia_acmon",17,16,1,3,2,1,"generalist","generalist","specialist","Pond_2022_summer"
"Junonia_grisea",5,4,1,3,2,1,"generalist","generalist","specialist","Pond_2022_summer"
"Lasioglossum_incompletum",2,2,0,1,1,0,"specialist","specialist","generalist","Pond_2022_summer"
"Megachile_apicalis",8,2,6,2,1,1,"generalist","specialist","specialist","Pond_2022_summer"
"Melissodes_lupina",31,31,0,2,2,0,"generalist","generalist","generalist","Pond_2022_summer"
"Muscidae",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2022_summer"
"Polistes_aurifer",2,2,0,1,1,0,"specialist","specialist","generalist","Pond_2022_summer"
"Polistes_dorsalis",3,3,0,1,1,0,"specialist","specialist","generalist","Pond_2022_summer"
"Sphex_ichneumoneus",6,6,0,1,1,0,"specialist","specialist","generalist","Pond_2022_summer"
"Sphex_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2022_summer"
"Strymon_melinus",15,13,2,2,1,1,"generalist","specialist","specialist","Pond_2022_summer"
"Tachinidae",3,3,0,2,2,0,"generalist","generalist","generalist","Pond_2022_summer"
"Andrena_dissona",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_spring"
"Andrena_pensilis",2,2,0,1,1,0,"specialist","specialist","generalist","Pond_2023_spring"
"Andrena_subchalybea",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_spring"
"Apis_mellifera",9,4,5,2,1,1,"generalist","specialist","specialist","Pond_2023_spring"
"Bombus_californicus",5,3,2,2,1,1,"generalist","specialist","specialist","Pond_2023_spring"
"Bombus_melanopygus",28,1,27,2,1,1,"generalist","specialist","specialist","Pond_2023_spring"
"Bombus_vosnesenskii",8,0,8,1,0,1,"specialist","generalist","specialist","Pond_2023_spring"
"Bombylius_major",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_spring"
"Brachysomida_californica",5,5,0,1,1,0,"specialist","specialist","generalist","Pond_2023_spring"
"Coenonympha_californica",2,2,0,2,2,0,"generalist","generalist","generalist","Pond_2023_spring"
"Cyrtopogon_sp.",3,3,0,1,1,0,"specialist","specialist","generalist","Pond_2023_spring"
"Diadasia_bituberculata",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_spring"
"Diadasia_nigrifrons",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_spring"
"Eristalis_hirta",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_spring"
"Erynnis_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_spring"
"Eucera_actuosa",12,1,11,2,1,1,"generalist","specialist","specialist","Pond_2023_spring"
"Helithodes_dimutiva",9,9,0,2,2,0,"generalist","generalist","generalist","Pond_2023_spring"
"Listrus_sp._1",16,16,0,5,5,0,"generalist","generalist","generalist","Pond_2023_spring"
"Malachius_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_spring"
"Nymphalis_californica",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_spring"
"Osmia_sp.",1,0,1,1,0,1,"specialist","generalist","specialist","Pond_2023_spring"
"Panurginus_sp.",2,2,0,2,2,0,"generalist","generalist","generalist","Pond_2023_spring"
"Polistes_aurifer",5,4,1,2,1,1,"generalist","specialist","specialist","Pond_2023_spring"
"Scaeva_affinis",1,0,1,1,0,1,"specialist","generalist","specialist","Pond_2023_spring"
"silver_moth_Lepidoptera",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_spring"
"Sphaerophoria_sp.",2,2,0,2,2,0,"generalist","generalist","generalist","Pond_2023_spring"
"Xylocopa_sonorina",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_spring"
"Xylocopa_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_spring"
"Xylocopa_tabaniformis",9,8,1,4,3,1,"generalist","generalist","specialist","Pond_2023_spring"
"Agapostemon_subtilior",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Anastrangalia_laetifca",3,3,0,2,2,0,"generalist","generalist","generalist","Pond_2023_summer"
"Anthrenus_sp.",5,4,1,2,1,1,"generalist","specialist","specialist","Pond_2023_summer"
"Apis_mellifera",89,56,33,7,4,3,"generalist","generalist","generalist","Pond_2023_summer"
"Ashmeadiella_aridula_astragali",2,0,2,1,0,1,"specialist","generalist","specialist","Pond_2023_summer"
"Autographa_californica",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Bombus_californicus",4,1,3,2,1,1,"generalist","specialist","specialist","Pond_2023_summer"
"Bombus_crotchii",2,2,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Bombus_sp.",1,0,1,1,0,1,"specialist","generalist","specialist","Pond_2023_summer"
"Bombus_vosnesenskii",350,192,158,5,3,2,"generalist","generalist","generalist","Pond_2023_summer"
"Bombylius_major",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Brachynomada_melanantha",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Braconidae",5,4,1,2,1,1,"generalist","specialist","specialist","Pond_2023_summer"
"Ceratina_punctigena",2,2,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Chrysochus_colbaltinus",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Colias_eurytheme",3,2,1,2,1,1,"generalist","specialist","specialist","Pond_2023_summer"
"Diabrotica_undecimpunctata",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Dianthidium_dubium",7,6,1,2,1,1,"generalist","specialist","specialist","Pond_2023_summer"
"Drosophilidae",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Eristalis_stipador",22,21,1,2,1,1,"generalist","specialist","specialist","Pond_2023_summer"
"Erynnis_tristus",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Halictidae",5,5,0,3,3,0,"generalist","generalist","generalist","Pond_2023_summer"
"Halictus_ligatus",26,20,6,2,1,1,"generalist","specialist","specialist","Pond_2023_summer"
"Halictus_tripartitus",7,6,1,2,1,1,"generalist","specialist","specialist","Pond_2023_summer"
"Heliothis_phloxiphaga",2,2,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Heliothodes_diminutivus",3,2,1,3,2,1,"generalist","generalist","specialist","Pond_2023_summer"
"Icaricia_acmon",2,2,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Lasioglossum_incompletum",40,32,8,2,1,1,"generalist","specialist","specialist","Pond_2023_summer"
"Listrus_sp_1",1,0,1,1,0,1,"specialist","generalist","specialist","Pond_2023_summer"
"Megachile_apicalis",18,11,7,2,1,1,"generalist","specialist","specialist","Pond_2023_summer"
"Megachile_sp.",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Melissodes_lupina",11,10,1,2,1,1,"generalist","specialist","specialist","Pond_2023_summer"
"Melissodes_robustior",3,3,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Osmia_nemoris",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"small_narrow_ab_Syrphidae",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Sphex_ashmeadi",2,2,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Thysanoptera",32,32,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Trichodes_ornatus",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Villa_sp.",3,2,1,3,2,1,"generalist","generalist","specialist","Pond_2023_summer"
"white_moth_Lepidoptera",1,1,0,1,1,0,"specialist","specialist","generalist","Pond_2023_summer"
"Xylocopa_sp.",6,6,0,2,2,0,"generalist","generalist","generalist","Pond_2023_summer"
