Year,Month,Day,StartTime,StopTime,Transect_ID,Site,Patch_ID,Plant_Species,Floral_Abundance ,,
2022,7,11,7_51,8_14,1,Quarry,Q5S5,HEEX,200,,
2022,7,11,8_22,9_09,1,Quarry,Q4S4,HEEX,500,,
2022,7,11,9_26,10_04,1,Quarry,Q1S1,HEEX,150,,
2022,7,11,9_26,10_04,1,Quarry,Q1S1_upper,HEEX,10,sun 6 from last year,
2022,7,11,9_26,10_04,1,Quarry,Q1S1_upper,HEEX,50,main S1 upper patch,
2022,7,11,10_08,10_36,1,Quarry,Q2S2_upper,HEEX,40,,
2022,7,11,10_08,10_36,1,Quarry,Q2_main,HEEX,40,,
2022,7,11,10_47,11_26,1,Quarry,Q3_main,HEEX,150,,
2022,7,11,10_47,11_26,1,Quarry,Q3S3_upper,HEEX,200,,
2022,7,11,11_47,12_00,1,Quarry,Q7S7,HEEX,40,,
2022,7,12,8_44,9_05,1,Bertha,woollypod,HEEX,2,,
2022,7,12,9_26,10_06,1,Pond,S1,HEEX,200,,
2022,7,12,10_35,11_26,1,Vineyard,S1-3,HEEX,10,,
2022,7,12,1_04,1_24,1,Quarry,Q5S5,HEEX,200,,
2022,7,15,8_42,,1,Vineyard,S3,HEEX,24,includes 5 satillite ,
2022,7,15,8_42,,1,Vineyard,S2,HEEX,3,,
2022,7,15,8_42,,1,Vineyard,S1,HEEX,11,,
2022,7,15,10_11,10_56,1,Pond,S1,HEEX,300,,
2022,7,15,,,1,Bertha,S2,HEEX,20,,
2022,7,15,,,1,Bertha,S1,HEEX,50,,
2022,7,15,,,2,Bertha,woollypod,HEEX,3,,
2022,7,15,1_14,1_32,1,Quarry,Q6S6,HEEX,70,,
2022,7,16,8_55,9_41,1,Lower_Banana,S1,HEEX,1000,"close to peak bloom. Clarkia closed, GRCA seeding",
2022,7,16,10_13,10_51,1,Banana,S1,HEEX,80,,
2022,7,16,10_13,10_51,1,Banana,S2,HEEX,150,,
2022,7,7,10_38,11_21,1,Quarry,Q3S3,HEEX,200,,
2022,7,7,10_38,11_21,1,Quarry,Q3S3_upper,HEEX,300,,
2022,7,7,12_48,1_42,1,Vineyard,S1,HEEX,7,,
2022,7,7,1_52,2_32,1,Pond,S1,HEEX,100,,
2022,7,8,8_09,8_52,1,Aikawa,A1,HEEX,10,,
2022,7,8,9_28,10_14,1,Lower_Banana,S1,HEEX,200,,
2022,7,8,10_53,11_40,1,Banana,S1,HEEX,60,,
2022,7,8,10_53,11_40,1,Banana,S2,HEEX,200,,
2022,7,8,12_37,,1,Quarry,Q5S5,HEEX,200,,
2022,7,6,12_21,12_53,1,Aikawa,A1,HEEX,3,,
2022,7,6,4_31,,1,Quarry,Q5S5,HEEX,200,,
2022,7,7,8_09,8_59,1,Quarry,Q1S1,HEEX,300,,
2022,7,7,8_09,8_59,1,Quarry,Q1S1_upper,HEEX,60,,
2022,7,7,9_08,9_50,1,Quarry,Q4S4,HEEX,NA,,
2022,7,7,10_04,10_32,1,Quarry,Q2S2_upper,HEEX,50,,
2022,7,7,10_04,10_32,1,Quarry,Q2S2,HEEX,30,,
2022,7,6,9_10,10_10,1,Banana,S1,HEEX,60,,
2022,7,6,9_10,10_10,1,Banana,S2,HEEX,500,,
2022,7,6,10_22,11_21,1,Lower_Banana,S1,HEEX,100,,
2022,7,31,12_20,1_00,1,Vineyard,S5,HEEX,80,includes 10 satillite,
2022,7,31,12_20,1_00,1,Vineyard,S4,HEEX,50,,
2022,7,31,12_20,1_00,1,Vineyard,S3,HEEX,30,,
2022,7,31,12_20,1_00,1,Vineyard,S2,HEEX,0,,
2022,7,31,12_20,1_00,1,Vineyard,S1,HEEX,12,,
2022,7,31,11_40,12_11,1,Pond,S1,HEEX,150,drying,
2022,7,31,10_42,11_12,1,Aikawa,misc,HEEX,50,,
2022,7,31,10_42,11_12,1,Aikawa,small,HEEX,15,,
2022,7,31,10_42,11_12,1,Aikawa,S1_main,HEEX,400,,
2022,7,31,10_42,11_12,1,Aikawa,small,HEEX,50,,
2022,7,29,7_44,8_05,1,Banana,S1,HEEX,80,,
2022,7,29,7_44,8_05,1,Banana,S2,HEEX,150,,
2022,7,29,8_46,9_18,1,Vineyard,misc,HEEX,10,,
2022,7,29,8_46,9_18,1,Vineyard,S5,HEEX,60,,
2022,7,29,8_46,9_18,1,Vineyard,S4,HEEX,50,,
2022,7,29,8_46,9_18,1,Vineyard,S3,HEEX,50,including 10 satillite,
2022,7,29,8_46,9_18,1,Vineyard,S2,HEEX,1,"1 bud, number 4 dried",
2022,7,29,8_46,9_18,1,Vineyard,S1,HEEX,13,,
2022,7,29,9_39,10_08,1,Pond,S1,HEEX,200,,
2022,7,29,10_16,10_44,1,Bertha,misc,HEEX,10,,
2022,7,29,10_16,10_44,1,Bertha,S1,HEEX,200,,
2022,7,29,10_16,10_44,1,Bertha,S2,HEEX,40,,
2022,7,29,11_05,11_35,1,Aikawa,misc,HEEX,10,,
2022,7,29,11_05,11_35,1,Aikawa,main,HEEX,300,,
2022,7,29,11_05,11_35,1,Aikawa,small,HEEX,40,,
2022,7,29,11_05,11_35,1,Aikawa,small,HEEX,20,,
2022,7,30,12_59,1_23,1,Banana,S1,HEEX,80,,
2022,7,30,12_59,1_23,1,Banana,S2,HEEX,200,,
2022,7,30,1_33,1_55,1,Lower_Banana,S1,HEEX,1000,,
2022,7,30,2_04,2_35,1,Banana_Pond,misc,HEEX,10,,
2022,7,30,2_04,2_35,1,Banana_Pond,S1,HEEX,20,,
2022,7,30,2_04,2_35,1,Banana_Pond,S2,HEEX,100,,
2022,7,30,2_04,2_35,1,Banana_Pond,S3,HEEX,NA,,
2022,7,30,2_04,2_35,1,Banana_Pond,extra,HEEX,80,,
2022,7,30,2_04,2_35,1,Banana_Pond,burnt_log,HEEX,50,,
2022,7,31,7_52,8_29,1,Quarry,Q1S1,HEEX,200,,
2022,7,31,7_52,8_29,1,Quarry,Q1S1_upper,HEEX,50,extra,
2022,7,31,7_52,8_29,1,Quarry,Q1S1_upper,HEEX,50,main,10 m from yst
2022,7,31,8_32,9_00,1,Quarry,Q2S2_upper,HEEX,50,30 m from yst,
2022,7,31,8_32,9_00,1,Quarry,Q2S2,HEEX,300,,
2022,7,31,9_02,9_47,1,Quarry,Q3S3,HEEX,300,more spread out,
2022,7,31,9_02,9_47,1,Quarry,Q3S3_upper,HEEX,300,,
2022,7,31,9_02,9_47,1,Quarry,Q4S4,HEEX,800,"6,9, 10 dry",
2022,7,31,9_53,10_11,1,Quarry,Q6S6,HEEX,50,"7, 16 dry",
2022,7,20,8_57,9_17,1,Quarry,Q5S5,HEEX,300,,
2022,7,20,9_37,9_58,1,Quarry,Q6S6,HEEX,70,,
2022,7,20,10_10,11_05,1,Quarry,Q1S1,HEEX,500,,
2022,7,20,10_10,11_05,1,Quarry,Q1S1_upper,HEEX,20,extra 6 patch,
2022,7,20,10_10,11_05,1,Quarry,Q1S1_upper,HEEX,50,main upper,
2022,7,20,11_33,12_10,1,Quarry,Q2S2_upper,HEEX,50,tagged 30 plants in this patch,
2022,7,20,11_33,12_10,1,Quarry,Q2S2,HEEX,60,,
2022,7,20,12_19,12_56,1,Quarry,Q3S3,HEEX,100,,
2022,7,20,12_19,12_56,1,Quarry,Q3S3_upper,HEEX,100,"15, 12, 13, 21, 25, 26, 27, 30, in S3 upper, others laog edge of s3",
2022,7,21,7_33,8_09,1,Quarry,Q4S4,HEEX,500,,
2022,7,21,9_14,9_56,1,Aikawa,S1,HEEX,100,tagged 24 ran out of tape,
2022,7,21,10_20,11_5,1,Pond,S1,HEEX,200,,
2022,7,21,1_44,2_19,1,Banana_Pond,S1,HEEX,10,,
2022,7,21,1_44,2_19,1,Banana_Pond,S2,HEEX,100,,
2022,7,21,1_44,2_19,1,Banana_Pond,S3,HEEX,70,,
2022,7,21,1_44,2_19,1,Banana_Pond,extra,HEEX,70,,
2022,7,21,1_44,2_19,1,Banana_Pond,burnt_log,HEEX,50,,
2022,7,22,9_40,10_18,1,Bertha,S2,HEEX,40,,
2022,7,22,9_40,10_18,1,Bertha,S1,HEEX,200,,
2022,7,22,10_34,11_23,1,Vineyard,S1,HEEX,5,all focal plants blooming,
2022,7,22,10_34,11_23,1,Vineyard,S2,HEEX,4,number 4 dried,
2022,7,22,10_34,11_23,1,Vineyard,S3,HEEX,50,includes 10 satillite,
2022,7,22,10_34,11_23,1,Vineyard,S4,HEEX,50,,
2022,7,22,11_59,12_31,1,Aikawa,main,HEEX,100,,
2022,7,22,11_59,12_31,1,Aikawa,small,HEEX,10,,
2022,7,22,11_59,12_31,1,Aikawa,small,HEEX,14,,
2022,7,23,8_04,8_47,1,Lower_Banana,S1,HEEX,1000,,
2022,7,23,9_14,9_32,1,Banana,S1,HEEX,70,,
2022,7,23,9_14,9_32,1,Banana,S2,HEEX,100,,
2022,7,23,9_38,10_45,1,Banana_Pond,S1,HEEX,5,,
2022,7,23,9_38,10_45,1,Banana_Pond,S2,HEEX,200,,
2022,7,23,9_38,10_45,1,Banana_Pond,S3,HEEX,100,,
2022,7,23,9_38,10_45,1,Banana_Pond,misc,HEEX,10,,
2022,7,23,9_38,10_45,1,Banana_Pond,extra,HEEX,70,,
2022,7,23,9_38,10_45,1,Banana_Pond,burnt_log,HEEX,40,,
2022,7,23,11_25,12_00,1,Bertha,S2,HEEX,20,,
2022,7,23,11_25,12_00,1,Bertha,S1,HEEX,100,,
2022,7,23,11_25,12_00,1,Bertha,misc,HEEX,10,,
2022,7,24,7_50,8_24,1,Quarry,Q1S1,HEEX,300,,
2022,7,24,7_50,8_24,1,Quarry,Q1S1_upper,HEEX,90,extra 6 patch,
2022,7,24,7_50,8_24,1,Quarry,Q1S1_upper,HEEX,60,main upper,
2022,7,24,8_31,9_12,1,Quarry,Q2S2_upper,HEEX,40,,
2022,7,24,8_31,9_12,1,Quarry,Q2S2,HEEX,200,,
2022,7,24,9_14,9_37,1,Quarry,Q3S3,HEEX,300,,
2022,7,24,9_14,9_37,1,Quarry,Q3S3_upper,HEEX,200,,
2022,7,24,9_39,10_08,1,Quarry,Q4S4,HEEX,500,,
2022,7,24,10_44,11_03,1,Quarry,Q5S5,HEEX,150,,
2022,7,24,11_44,12_19,1,Quarry,S1,HEEX,15,,
2022,7,24,11_44,12_19,1,Quarry,S2,HEEX,200,,
2022,7,24,11_44,12_19,1,Quarry,S3,HEEX,100,,
2022,7,24,11_44,12_19,1,Quarry,misc,HEEX,10,,
2022,7,25,7_56,8_35,1,Vineyard,S5,HEEX,40,includes 20 satillite,
2022,7,25,7_56,8_35,1,Vineyard,S4,HEEX,30,,
2022,7,25,7_56,8_35,1,Vineyard,S3,HEEX,47,includes 7 satillite,
2022,7,25,7_56,8_35,1,Vineyard,S2,HEEX,4,number 4 dried,
2022,7,25,7_56,8_35,1,Vineyard,S1,HEEX,8,,
2022,7,25,8_43,9_18,1,Pond,S1,HEEX,300,peak bloom,
2022,7,25,10_11,10_42,1,Aikawa,small,HEEX,20,,
2022,7,25,10_11,10_42,1,Aikawa,main,HEEX,200,,
2022,7,25,10_11,10_42,1,Aikawa,small,HEEX,20,,
2022,7,25,10_11,10_42,1,Aikawa,misc,HEEX,20,,
2022,7,25,11_05,11_25,1,Quarry,Q6S6,HEEX,70,,
2022,7,25,11_33,11_58,1,Quarry,Q4S4,HEEX,800,,
2022,7,26,8_15,8_46,1,Banana_Pond,S1,HEEX,15,,
2022,7,26,8_15,8_46,1,Banana_Pond,S2,HEEX,100,,
2022,7,26,8_15,8_46,1,Banana_Pond,S3,HEEX,100,,
2022,7,26,8_15,8_46,1,Banana_Pond,misc,HEEX,10,,
2022,7,26,8_15,8_46,1,Banana_Pond,burnt_log,HEEX,60,,
2022,7,26,8_15,8_46,1,Banana_Pond,extra,HEEX,80,,
2022,7,26,9_04,9_28,1,Banana,S1,HEEX,100,,
2022,7,26,9_04,9_28,1,Banana,S2,HEEX,200,,
2022,7,26,9_39,10_09,1,Lower_Banana,S1,HEEX,1000,some fading,
2022,7,26,11_52,12_27,1,Pond,S1,HEEX,200,,
2022,7,26,12_32,12_59,1,Bertha,S2,HEEX,30,,
2022,7,26,12_32,12_59,1,Bertha,S1,HEEX,200,,
2022,7,26,12_32,12_59,1,Bertha,misc,HEEX,10,,
2022,7,27,8_13,8_35,1,Quarry,Q6S6,HEEX,70,25% seeding out,
2022,7,27,8_41,9_05,1,Quarry,Q4S4,HEEX,700,,
2022,7,27,9_12,9_51,1,Quarry,Q1S1,HEEX,200,,
2022,7,27,9_12,9_51,1,Quarry,Q1S1_upper,HEEX,40,extra 6 patch,
2022,7,27,9_12,9_51,1,Quarry,Q1S1_upper,HEEX,40,main,
2022,7,27,9_59,10_25,1,Quarry,Q2S2_upper,HEEX,50,,
2022,7,27,9_59,10_25,1,Quarry,Q2S2,HEEX,200,,
2022,7,27,10_33,10_58,1,Quarry,Q3S3,HEEX,150,,
2022,7,27,10_33,10_58,1,Quarry,Q3S3_upper,HEEX,300,,
2022,7,27,11_35,12_06,1,Aikawa,small,HEEX,12,,
2022,7,27,11_35,12_06,1,Aikawa,main,HEEX,300,,
2022,7,27,11_35,12_06,1,Aikawa,small,HEEX,40,includes 20 satillite,
2022,7,28,8_02,8_35,1,Lower_Banana,S1,HEEX,1000,,
2022,7,28,8_43,9_24,1,Banana_Pond,misc,HEEX,10,,
2022,7,28,8_43,9_24,1,Banana_Pond,S1,HEEX,20,,
2022,7,28,8_43,9_24,1,Banana_Pond,S2,HEEX,200,,
2022,7,28,8_43,9_24,1,Banana_Pond,S3,HEEX,100,,
2022,7,28,8_43,9_24,1,Banana_Pond,extra,HEEX,80,,
2022,7,28,8_43,9_24,1,Banana_Pond,burnt_log,HEEX,60,,
2022,7,28,9_33,9_56,1,Banana,S1,HEEX,100,,
2022,7,28,9_33,9_56,1,Banana,S2,HEEX,100,,
2022,7,28,10_37,11_23,1,Vineyard,S5,HEEX,60,,
2022,7,28,10_37,11_23,1,Vineyard,S4,HEEX,40,,
2022,7,28,10_37,11_23,1,Vineyard,S3,HEEX,50,includes 10 satillite,
2022,7,28,10_37,11_23,1,Vineyard,S2,HEEX,3,"close to fading, number 4 dried",
2022,7,28,10_37,11_23,1,Vineyard,S1,HEEX,14,,
2022,7,28,12_00,12_20,1,Quarry,Q6S6,HEEX,70,,
2022,7,18,8_06,8_51,1,Aikawa,S_main,HOVI,100,,
2022,7,18,10_36,11_10,1,Vineyard,,HOVI,20,,
2022,7,13,1_11,1_45,1,Aikawa,,HOVI,100,,
2022,7,12,10_35,11_26,1,Vineyard,,HOVI,10,,
2022,7,15,8_42,,1,Vineyard,,HOVI,20,,
2022,7,15,10_11,10_56,1,Pond,,HOVI,10,,
2022,7,7,12_48,1_42,1,Vineyard,S1,HOVI,1,,
2022,7,8,8_09,8_52,1,Aikawa,A1,HOVI,500,,
2022,7,6,12_21,12_53,1,Aikawa,A1,HOVI,200,,
2022,7,31,12_20,1_00,1,Vineyard,,HOVI,80,,
2022,7,31,11_40,12_11,1,Pond,,HOVI,4,,
2022,7,31,10_42,11_12,1,Aikawa,,HOVI,50,,
2022,7,29,8_46,9_18,1,Vineyard,,HOVI,100,,
2022,7,29,9_39,10_08,1,Pond,S1,HOVI,20,,
2022,7,29,10_16,10_44,1,Bertha,,HOVI,50,,
2022,7,29,11_05,11_35,1,Aikawa,,HOVI,50,,
2022,7,20,8_57,9_17,1,Quarry,Q5S5,HOVI,1,,
2022,7,21,9_14,9_56,1,Aikawa,,HOVI,500,,
2022,7,21,10_20,11_5,1,Pond,,HOVI,2,,
2022,7,22,10_34,11_23,1,Vineyard,,HOVI,20,,
2022,7,22,11_59,12_31,1,Aikawa,,HOVI,300,,
2022,7,25,7_56,8_35,1,Vineyard,,HOVI,60,,
2022,7,25,8_43,9_18,1,Pond,,HOVI,20,,
2022,7,25,10_11,10_42,1,Aikawa,,HOVI,100,,
2022,7,27,11_35,12_06,1,Aikawa,,HOVI,50,,
2022,7,28,10_37,11_23,1,Vineyard,,HOVI,100,,
2022,7,18,8_06,8_51,1,Aikawa,S_main,leatheroot,300,,
2022,7,18,10_36,11_10,1,Vineyard,,leatheroot,20,drying out ,
2022,7,13,1_11,1_45,1,Aikawa,,leatheroot,100,,
2022,7,12,10_35,11_26,1,Vineyard,,leatheroot,10,,
2022,7,8,8_09,8_52,1,Aikawa,A1,leatheroot,30,,
2022,7,31,10_42,11_12,1,Aikawa,,leatheroot,50,,
2022,7,29,11_05,11_35,1,Aikawa,,leatheroot,80,drying out ,
2022,7,21,9_14,9_56,1,Aikawa,,leatheroot,100,,
2022,7,22,10_34,11_23,1,Vineyard,,leatheroot,20,,
2022,7,22,11_59,12_31,1,Aikawa,,leatheroot,100,,
2022,7,25,10_11,10_42,1,Aikawa,,leatheroot,100,,
2022,7,27,11_35,12_06,1,Aikawa,,leatheroot,200,,
2022,7,4,3_31,3_59,1,Quarry,QS3,LERA,110,,
2022,7,4,3_31,3_59,2,Quarry,QS3_upper,LERA,60,,
2022,7,4,4_50,5_05,1,Quarry,QY5,LERA,100,,
2022,7,17,11_10,12_44,1,Quarry,Q2_main,LERA,50,,
2022,7,17,8_24,8_52,1,Quarry,Q6Y6,LERA,30,,
2022,7,16,11_11,11_47,1,Banana_Pond,,LERA,20,,
2022,7,14,10_25,12_27,1,Quarry,Q6S6,LERA,6,,
2022,7,14,8_09,10_17,1,Quarry,Q3_main,LERA,10,,
2022,7,18,10_36,11_10,1,Vineyard,,LERA,10,,
2022,7,13,1_11,1_45,1,Aikawa,,LERA,50,,
2022,7,11,11_47,12_00,1,Quarry,Q7Y7,LERA,50,,
2022,7,11,11_47,12_00,1,Quarry,Q7S7,LERA,50,,
2022,7,12,1_04,1_24,1,Quarry,Q5S5,LERA,10,,
2022,7,15,1_14,1_32,1,Quarry,Q6S6,LERA,20,,
2022,7,16,10_13,10_51,1,Banana,S2,LERA,100,,
2022,7,7,10_38,11_21,1,Quarry,Q3S3,LERA,10,,
2022,7,8,10_53,11_40,1,Banana,S2,LERA,200,,
2022,7,8,12_37,,1,Quarry,Q5Y5,LERA,20,,
2022,7,6,12_21,12_53,1,Aikawa,A1,LERA,100,,
2022,7,6,4_31,,1,Quarry,Q5Y5,LERA,10,near yst,
2022,7,6,4_31,,1,Quarry,Q5S5,LERA,10,,
2022,7,6,9_10,10_10,1,Banana,S2,LERA,2,,
2022,7,6,10_22,11_21,1,Lower_Banana,S1,LERA,10,,
2022,7,30,1_33,1_55,1,Lower_Banana,S1,LERA,3,"focal obs 1, 3 and 5",
2022,7,31,9_53,10_11,1,Quarry,Q6Y6,LERA,50,,
2022,7,31,9_53,10_11,1,Quarry,Q6S6,LERA,20,,
2022,7,20,12_19,12_56,1,Quarry,Q3S3_upper,LERA,100,,
2022,7,21,9_14,9_56,1,Aikawa,,LERA,50,,
2022,7,25,11_05,11_25,1,Quarry,Q6Y6,LERA,30,,
2022,7,25,11_05,11_25,1,Quarry,Q6S6,LERA,20,,
2022,7,27,11_35,12_06,1,Aikawa,,LERA,2,,
2022,7,18,1_37,1_57,1,Quarry,Q6S6,LERU,10,,
2022,7,19,9_10,9_40,1,Banana_Lower,S1,LESR,4,,
2022,7,19,7_58,8_44,1,Banana,S1,LESR,10,,
2022,7,18,8_06,8_51,1,Aikawa,S_main,LESR,100,,
2022,7,17,11_10,12_44,1,Quarry,Q3_seep,LESR,20,,
2022,7,14,10_25,12_27,1,Quarry,Q6Y6,LESR,10,,
2022,7,27,10_33,10_58,1,Quarry,Q3S3,LESR,10,,
2022,7,8,8_09,8_52,1,Aikawa,A1,lettuce,6,,
2022,7,5,3_14,3_21,2,Bertha,Butter,LULU,200,,
2022,7,6,1_10,1_36,1,Bertha,,LULU,500,,
2022,7,19,9_59,11_14,1,Banana_Pond,,LULU,500,,
2022,7,16,12_29,12_56,1,Bertha,Lulu/woolly,LULU,300,300s,
2022,7,16,11_11,11_47,1,Banana_Pond,,LULU,500,fading,
2022,7,18,12_22,12_34,2,Bertha,woollypod,LULU,200,,
2022,7,13,11_47,12_19,1,Bertha,woollypod,LULU,1000,,
2022,7,13,11_47,12_19,1,Bertha,,LULU,1,,
2022,7,13,10_25,11_11,1,Banana_Pond,,LULU,1000,1000s,
2022,7,12,8_44,9_05,1,Bertha,woollypod,LULU,500,,
2022,7,15,,,2,Bertha,woollypod,LULU,500,fading,
2022,7,7,2_51,,1,Bertha,woollypod,LULU,1000,,
2022,7,6,12_21,12_53,1,Aikawa,A1,LULU,50,,
2022,7,30,2_04,2_35,1,Banana_Pond,,LULU,10,,
2022,7,21,1_44,2_19,1,Banana_Pond,,LULU,100,,
2022,7,23,9_38,10_45,1,Banana_Pond,,LULU,100,,
2022,7,24,11_44,12_19,1,Quarry,,LULU,50,,
2022,7,26,8_15,8_46,1,Banana_Pond,,LULU,50,,
2022,7,28,8_43,9_24,1,Banana_Pond,,LULU,20,,
2022,7,7,12_48,1_42,1,Vineyard,S1,LUMI,1,,
2022,7,13,11_47,12_19,1,Bertha,,MEIB,1,,
2022,7,7,2_51,,1,Bertha,woollypod,MEIN,20,,
2022,7,19,9_10,9_40,1,Banana_Lower,S1,monkeyflower,1,,
2022,7,6,10_22,11_21,1,Lower_Banana,S1,monkeyflower,2,,
2022,7,5,3_32,4_09,1,Pond,S1,packeri/common woolly,36,,
2022,7,17,11_10,12_44,1,Quarry,Q3_seep,pink_lotus ,2,,
2022,7,17,11_10,12_44,1,Quarry,Q2_main,pink_lotus ,2,,
2022,7,12,1_04,1_24,1,Quarry,Q5S5,pink_lotus ,1,,
2022,7,15,,,1,Bertha,,pink_lotus ,1,,
2022,7,8,10_53,11_40,1,Banana,S1,pink_lotus ,2,,
2022,7,6,4_31,,1,Quarry,Q5S5,pink_lotus ,1,,
2022,7,30,2_04,2_35,1,Banana_Pond,,pink_lotus ,50,,
2022,7,20,11_33,12_10,1,Quarry,Q2S2,pink_lotus ,1,,
2022,7,24,9_39,10_08,1,Quarry,Q4S4,pink_lotus ,1,,
2022,7,25,11_05,11_25,1,Quarry,Q6S6,pink_lotus ,5,,
2022,7,28,12_00,12_20,1,Quarry,Q6S6,pink_lotus ,30,"wollypod in goatgrass at least 7 monarch caterpillars, goatgrass meadow had low summer floral resources. Nutnet yst dried, male bumbles slowing down ",
2022,7,8,9_28,10_14,1,Lower_Banana,S1,pink_white_fuzz,10,,
,,,,,,,,,,,
2022,7,16,8_55,9_41,1,Lower_Banana,S1,puffy_white,100,,
2022,7,7,1_52,2_32,1,Pond,,purpe_thistle,5,,
2022,7,5,3_32,4_09,1,Pond,S1,purple_thistle,20,,
2022,7,16,11_11,11_47,1,Banana_Pond,,Sidalcea,3,,
2022,7,4,12_58,1_34,1,Quarry,QS4,small_buck,20,,
2022,7,4,1_38,1_8,2,Quarry,QY4,small_buck,10,,
2022,7,4,2_31,2_46,2,Quarry,QS1,small_buck,20,,
2022,7,4,2_46,2_54,3,Quarry,QS1_upper,small_buck,200,,
2022,7,4,2_37,2_40,1,Quarry,QS2_upper,small_buck,300,,
2022,7,4,3_07,3_24,2,Quarry,QS2,small_buck,100,,
2022,7,5,4_18,4_49,1,Vineyard,,small_buck,100,,
2022,7,19,9_59,11_14,1,Banana_Pond,,small_buck,50,,
2022,7,19,9_59,11_14,1,Banana_Pond,burnt log,small_buck,20,,
2022,7,18,8_06,8_51,1,Aikawa,S_main,small_buck,200,,
2022,7,17,11_10,12_44,1,Quarry,Q1S1,small_buck,10,,
2022,7,17,11_10,12_44,1,Quarry,Q1S1_upper,small_buck,100,main S1 upper patch,
2022,7,17,11_10,12_44,1,Quarry,Q2_upper,small_buck,300,,
2022,7,17,11_10,12_44,1,Quarry,Q2_main,small_buck,20,,
2022,7,17,8_24,8_52,1,Quarry,Q6Y6,small_buck,10,,
2022,7,16,11_11,11_47,1,Banana_Pond,,small_buck,20,,
2022,7,14,10_25,12_27,1,Quarry,Q4S4,small_buck,10,,
2022,7,14,8_09,10_17,1,Quarry,Q2S2_upper,small_buck,100,,
2022,7,14,8_09,10_17,1,Quarry,Q1S1_upper,small_buck,200,main S1 upper patch,
2022,7,18,10_36,11_10,1,Vineyard,,small_buck,100,,
2022,7,13,9_25,10_06,1,Lower_Banana,S1,small_buck,20,,
2022,7,13,10_25,11_11,1,Banana_Pond,,small_buck,10,,
2022,7,13,1_11,1_45,1,Aikawa,,small_buck,30,,
2022,7,11,9_26,10_04,1,Quarry,Q1S1_upper,small_buck,200,main S1 upper patch,
2022,7,11,10_08,10_36,1,Quarry,Q2S2_upper,small_buck,200,,
2022,7,12,10_35,11_26,1,Vineyard,,small_buck,100,,
2022,7,15,8_42,,1,Vineyard,,small_buck,10,,
2022,7,16,8_55,9_41,1,Lower_Banana,S1,small_buck,50,,
2022,7,7,12_48,1_42,1,Vineyard,S1,small_buck,100,,
2022,7,8,8_09,8_52,1,Aikawa,A1,small_buck,500,,
2022,7,8,9_28,10_14,1,Lower_Banana,S1,small_buck,10,,
2022,7,7,8_09,8_59,1,Quarry,Q1S1_upper,small_buck,500,,
2022,7,7,9_08,9_50,1,Quarry,Q4S4,small_buck,50,at base of hill,
2022,7,7,10_04,10_32,1,Quarry,Q2S2_upper,small_buck,1000,,
2022,7,7,10_04,10_32,1,Quarry,Q2S2,small_buck,300,,
2022,7,6,10_22,11_21,1,Lower_Banana,S1,small_buck,20,,
2022,7,31,12_20,1_00,1,Vineyard,,small_buck,30,,
2022,7,31,10_42,11_12,1,Aikawa,,small_buck,100,,
2022,7,29,11_05,11_35,1,Aikawa,,small_buck,100,,
2022,7,30,2_04,2_35,1,Banana_Pond,,small_buck,60,,
2022,7,30,2_04,2_35,1,Banana_Pond,burnt_log,small_buck,30,,
2022,7,31,7_52,8_29,1,Quarry,Q1S1_upper,small_buck,300,main,
2022,7,31,8_32,9_00,1,Quarry,Q2S2_upper,small_buck,500,,
2022,7,31,8_32,9_00,1,Quarry,Q2S2,small_buck,100,,
2022,7,20,10_10,11_05,1,Quarry,Q1S1_upper,small_buck,500,main upper,
2022,7,20,11_33,12_10,1,Quarry,Q2S2_upper,small_buck,200,,
2022,7,20,11_33,12_10,1,Quarry,Q2S2,small_buck,100,,
2022,7,21,9_14,9_56,1,Aikawa,,small_buck,100,,
2022,7,21,1_44,2_19,1,Banana_Pond,,small_buck,60,,
2022,7,21,1_44,2_19,1,Banana_Pond,burnt_log,small_buck,20,,
2022,7,23,9_38,10_45,1,Banana_Pond,,small_buck,100,,
2022,7,23,9_38,10_45,1,Banana_Pond,burnt_log,small_buck,80,,
2022,7,24,7_50,8_24,1,Quarry,Q1S1_upper,small_buck,300,main upper,
2022,7,24,8_31,9_12,1,Quarry,Q2S2_upper,small_buck,200,,
2022,7,24,8_31,9_12,1,Quarry,Q2S2,small_buck,100,,
2022,7,24,9_14,9_37,1,Quarry,Q3S3,small_buck,100,,
2022,7,24,9_39,10_08,1,Quarry,Q4S4,small_buck,20,,
2022,7,24,11_44,12_19,1,Quarry,,small_buck,100,,
2022,7,25,7_56,8_35,1,Vineyard,,small_buck,50,,
2022,7,25,10_11,10_42,1,Aikawa,,small_buck,500,,
2022,7,25,11_33,11_58,1,Quarry,Q4S4,small_buck,20,,
2022,7,26,8_15,8_46,1,Banana_Pond,burnt_log,small_buck,100,,
2022,7,27,9_12,9_51,1,Quarry,Q1S1_upper,small_buck,200,main,
2022,7,27,9_59,10_25,1,Quarry,Q2S2_upper,small_buck,200,,
2022,7,27,11_35,12_06,1,Aikawa,,small_buck,300,,
2022,7,28,8_43,9_24,1,Banana_Pond,,small_buck,100,,
2022,7,28,8_43,9_24,1,Banana_Pond,burnt_log,small_buck,100,,
2022,7,19,7_58,8_44,1,Banana,S1,Snap,50,,
2022,7,18,9_57,10_11,1,Pond,S1,snap,10,,
